Seed: 104517814
FFE found;Fitness
2524;-84842
4081;-73892
5739;-69284
7498;-68933
11438;-67467
18255;-67212
31667;-67091
34537;-67080
37455;-66992
46681;-66880
59892;-66760
66591;-66517
128505;-66516
144231;-66058
203261;-65890
274087;-65647
443361;-65579
1531688;-65500
1665404;-65460
1863739;-65382
1966818;-65275
2807864;-65207
3144905;-65184
3230921;-65119
3407904;-65117
4359226;-64998
5228728;-64985
7175946;-64984
9714999;-64978
13559499;-64925
64719905;-64904
87260612;-64884
88171092;-64882
182108353;-64858
