Seed: 2208755516
FFE found;Fitness
2484;-80357
3074;-72476
3754;-70850
4445;-70734
5322;-68422
9702;-66677
26670;-66578
40193;-66562
45297;-66010
73380;-65946
231226;-65806
287166;-65580
494680;-65537
651703;-65491
1131437;-65476
1250179;-65346
1579832;-65270
1860068;-65257
2451865;-65235
2847221;-65219
2857213;-65199
2897383;-65197
2917767;-65193
2989748;-65191
3301300;-65164
3794425;-65148
4015436;-65133
4866065;-65099
6028306;-65013
12044343;-64933
16996999;-64903
184255453;-64896
184818539;-64888
196655101;-64887
216562767;-64867
