Seed: 1318621014
FFE found;Fitness
2469;-83591
2863;-72278
3366;-72216
4051;-70572
4834;-70294
5715;-69727
6785;-69005
7955;-68951
9219;-67968
10583;-67501
13603;-66619
24644;-66614
52104;-66408
102663;-66132
129556;-66082
218013;-66009
424574;-66000
483672;-65874
529540;-65813
597431;-65803
651931;-65797
732169;-65761
1007624;-65661
1811938;-65525
2435228;-65511
2934580;-65479
4441175;-65453
4733335;-65449
5386984;-65439
6358141;-65365
8392383;-65343
8427456;-65268
10966633;-65203
15914587;-65179
22833255;-65156
23113133;-65152
31109390;-65062
36928955;-65015
73902335;-65013
