Seed: 1206915388
FFE found;Fitness
2538;-78150
3852;-69861
5308;-69791
8336;-68462
10089;-67427
13795;-67320
15933;-67217
22884;-67131
25316;-66235
30421;-66208
49854;-65931
229437;-65924
282200;-65854
323835;-65742
356950;-65625
423167;-65506
1743540;-65440
2274422;-65356
2578451;-65341
2944371;-65246
3287406;-65186
4026086;-65163
8446345;-65147
8856939;-65117
10250633;-65104
10429708;-65072
15277272;-65061
17230616;-65048
33424647;-65041
40680779;-65018
43810145;-65013
46677186;-65012
59939727;-64981
112995764;-64976
