Seed: 3413538645
FFE found;Fitness
103;-84043
612;-76944
1300;-75151
2086;-73813
2969;-73475
3947;-72861
5041;-72501
7582;-71728
10719;-71084
19283;-70964
22971;-70869
26659;-70726
30353;-70524
45059;-70172
102196;-70118
136163;-70044
143148;-69986
197034;-69894
224603;-69429
309860;-69309
716913;-69292
1406138;-69101
3121240;-69092
3159944;-69053
3337841;-69049
3397767;-68937
3477703;-68931
3497687;-68930
5114194;-68912
5714006;-68880
6410175;-68855
9604132;-68737
14454186;-68722
15727451;-68707
16164677;-68692
20911556;-68682
23555279;-68634
60107115;-68624
62090748;-68562
195331082;-68559
