Seed: 1801535570
FFE found;Fitness
1;-4.25044e+06
1733;-1.93281e+06
5230;-1.34921e+06
10457;-1.22713e+06
17442;-1.0688e+06
26177;-969735
36676;-947880
48911;-706329
62882;-661880
78611;-629685
96088;-575576
115325;-527563
136314;-501829
159049;-453562
183554;-416462
209787;-408413
267512;-314782
403905;-297910
568398;-242261
661123;-229594
710146;-199149
813394;-188709
867657;-171702
1296394;-149946
1506413;-146852
1579920;-131676
