Seed: 820107306
FFE found;Fitness
9542;-68033
13890;-66659
20265;-66619
29115;-66438
56244;-65933
204584;-65866
326512;-65822
710014;-65755
718228;-65686
1040981;-65671
1258155;-65659
1318346;-65576
2302406;-65486
2322448;-65478
2443563;-65442
2642885;-65434
2980933;-65390
3873011;-65346
5780550;-65334
6042449;-65333
6421024;-65308
6686273;-65294
6802565;-65272
7480698;-65138
8376823;-65101
14614501;-65100
