Seed: 3019866023
FFE found;Fitness
1;-88951
185;-78655
568;-75293
1141;-71907
1909;-71382
2869;-70364
4038;-69744
5398;-69182
6954;-68470
21236;-68447
26406;-68065
29142;-67832
54369;-67801
61755;-67717
78254;-67610
82851;-67406
92122;-67233
152110;-67074
219028;-67046
243532;-67044
249886;-67032
275881;-66928
316227;-66912
323146;-66904
430556;-66889
483709;-66878
1258763;-66795
1426222;-66786
1648689;-66740
1768157;-66730
2013924;-66666
2052339;-66654
2999923;-66611
