Seed: 3627859939
FFE found;Fitness
199;-76998
1277;-74252
5110;-73861
6566;-72847
8058;-72642
9827;-72247
13645;-71840
15698;-71717
17843;-71277
37395;-70659
53615;-70583
90493;-70504
111283;-70232
114873;-70212
272154;-70202
344366;-69965
443008;-69961
466416;-69960
472343;-69956
484372;-69931
515255;-69882
540498;-69859
838896;-69847
1059450;-69839
1163560;-69781
1808893;-69748
2094525;-69735
2342680;-69668
4073336;-69649
5536037;-69636
5652837;-69625
6050837;-69601
6118257;-69561
6321550;-69508
6911847;-69454
7638671;-69442
7828199;-69380
8912655;-69379
9120548;-69354
9136730;-69350
9152882;-69343
9266249;-69297
9581578;-69290
9666593;-69203
10440348;-69172
14113297;-69171
110668713;-69158
148248856;-69136
