Seed: 3525249668
FFE found;Fitness
20;-81701
420;-73168
1007;-71434
1695;-71433
2479;-70851
3357;-70688
4345;-68919
5615;-67829
6974;-67322
8336;-67068
11353;-66651
14755;-66618
16508;-66542
22292;-66525
26620;-66379
28858;-66352
35998;-66291
51013;-66278
53640;-66063
56321;-65983
77095;-65841
108365;-65703
180057;-65692
256306;-65690
260526;-65689
299007;-65682
478996;-65580
535959;-65556
672879;-65547
792772;-65525
938841;-65524
1204669;-65515
1224460;-65504
1482729;-65462
2368269;-65443
2384475;-65365
3061830;-65353
3134596;-65338
3189607;-65335
3580992;-65326
3749064;-65315
4138570;-65290
4492890;-65285
8533480;-65282
17507483;-65277
19007948;-65213
25487896;-65185
40281773;-65172
41941355;-65153
42271175;-65144
48922810;-65132
153228707;-65118
170406927;-65091
