Seed: 536592358
FFE found;Fitness
2571;-77339
3357;-71596
4245;-69248
6409;-68361
7677;-67194
15110;-67130
18604;-66718
20363;-66237
26210;-66122
44790;-65992
63329;-65536
414840;-65424
499666;-65351
2089150;-65332
2335867;-65249
5049482;-65194
9052061;-65169
11662405;-65164
12771125;-65154
12990789;-65128
13020083;-65109
13774175;-65104
15388475;-65077
19441827;-65053
19865719;-65022
27194185;-65021
29972189;-65017
30454543;-65014
31026496;-64981
39573875;-64931
50221950;-64929
210225833;-64921
