Seed: 1752998771
FFE found;Fitness
2519;-78786
2918;-71950
3424;-70705
4112;-69785
4933;-68702
6039;-68328
7301;-67977
8566;-67234
12951;-66717
14513;-66629
16172;-66584
17919;-66205
28912;-66036
122409;-66031
125996;-65786
236637;-65680
245289;-65671
476730;-65380
1122476;-65376
1763780;-65364
1787354;-65323
1810928;-65260
2238321;-65204
3509257;-65188
4093576;-65175
4339509;-65174
4516191;-65164
5611173;-65154
6004953;-65121
6951846;-65119
7061037;-65100
7709489;-65048
10666217;-65016
11360357;-64978
25275573;-64970
28045683;-64913
35381583;-64911
39513243;-64904
41538164;-64902
212927884;-64900
