Seed: 1552249410
FFE found;Fitness
127;-77236
912;-70308
1786;-69800
2705;-69024
5309;-68779
8565;-68418
12171;-67921
14013;-67248
17834;-67135
21916;-67023
24148;-66807
28638;-66349
31037;-66229
36067;-66120
43915;-65993
65579;-65882
122789;-65819
142233;-65760
204036;-65659
259463;-65463
533531;-65371
1741119;-65316
3102058;-65304
3207712;-65302
4845404;-65237
5799253;-65228
7038834;-65193
8002260;-65191
12767037;-65184
13298972;-65183
14219660;-65182
14274436;-65171
14347779;-65166
14403114;-65141
15043715;-65138
15082070;-65122
15531431;-65080
23213072;-65029
44461070;-65020
48764047;-65010
62218818;-64990
84624925;-64979
87884823;-64973
127312632;-64952
142787292;-64942
