Seed: 712775379
FFE found;Fitness
153;-74150
946;-70503
1830;-69187
3886;-67823
5063;-67719
7696;-66951
14916;-66869
18328;-66436
21928;-66254
79266;-66135
82187;-66012
182628;-65869
306976;-65833
442524;-65814
566217;-65795
986499;-65558
1319352;-65485
1712961;-65478
2317391;-65476
3056553;-65454
3382660;-65451
3403805;-65347
3682838;-65343
4728406;-65330
4906842;-65302
5348952;-65251
7468093;-65213
9279641;-65180
12657830;-65172
14090466;-65166
17257771;-65142
22617583;-65118
23769730;-65100
34680505;-65098
68126881;-65072
169935372;-65053
170790343;-65048
