Seed: 1757513635
FFE found;Fitness
174;-76446
1350;-70468
2633;-68282
3992;-68139
5359;-67821
6815;-67551
8277;-67258
9845;-67189
18697;-67131
26984;-66577
31564;-66470
83452;-66362
92761;-66243
108811;-66202
119096;-66120
129911;-66030
223694;-65956
349789;-65924
374529;-65725
405008;-65671
458123;-65506
1789419;-65487
2282062;-65436
2642359;-65435
2960321;-65366
3020848;-65360
3748323;-65358
4344128;-65345
4901910;-65298
5697972;-65292
6624826;-65263
6744264;-65249
12338231;-65171
15524444;-65102
16554230;-65090
23440125;-65082
24099757;-65070
24948920;-64983
26088192;-64982
26153946;-64956
26571619;-64950
26682001;-64947
31225480;-64934
102358038;-64932
