Seed: 2021806655
FFE found;Fitness
7214;-65221
13487;-65061
37368;-65003
67618;-64995
75218;-64961
102519;-64940
149014;-64905
169302;-64631
425974;-64622
818372;-64515
1284309;-64397
1533790;-64328
2003434;-64326
2550506;-64259
3722965;-64183
4778020;-64133
4899371;-64106
7103222;-64092
9486141;-63911
12261951;-63875
14403114;-63873
16182141;-63844
16237630;-63836
16794305;-63778
22150225;-63693
34257792;-63681
42276365;-63672
48818752;-63585
100083510;-63556
115276064;-63554
138545629;-63515
138782866;-63513
142080152;-63499
143873232;-63498
149249294;-63491
149393708;-63488
150496620;-63470
152338255;-63466
179236365;-63462
