Seed: 3665570480
FFE found;Fitness
7071;-65375
14411;-65237
38951;-64781
213518;-64715
306627;-64595
504431;-64392
1458659;-64183
2777164;-64112
2912786;-64069
3043614;-64067
3117522;-63971
4496192;-63965
5732020;-63938
8452284;-63935
8757241;-63839
10735509;-63818
11094745;-63811
11393627;-63785
12834529;-63767
13255425;-63721
14699031;-63716
17850101;-63677
20570684;-63644
22227265;-63627
23089740;-63605
24294905;-63564
28860558;-63556
31876224;-63507
32010652;-63491
34275399;-63469
41117065;-63464
41391267;-63463
42578619;-63449
43631565;-63443
44024106;-63436
46036358;-63424
48963708;-63414
