Seed: 2314171187
FFE found;Fitness
6018;-65645
12149;-65308
21529;-65244
31500;-65060
48482;-64669
107803;-64260
566750;-64257
1453250;-64016
4436316;-63936
5334239;-63919
11868019;-63912
12314179;-63887
12497773;-63809
24381714;-63784
27806343;-63755
29912436;-63745
30762001;-63729
36725463;-63723
52187011;-63696
58102405;-63687
59424939;-63621
62065258;-63586
62403766;-63580
64921204;-63569
65927346;-63542
68527767;-63538
79028988;-63529
107427252;-63513
154128502;-63512
165482479;-63488
200801471;-63362
