Seed: 4245179481
FFE found;Fitness
5911;-65430
54505;-65231
89867;-65104
115693;-64569
122991;-64445
718710;-64411
833449;-64335
860088;-64236
1095458;-64223
2150013;-64180
2258464;-63990
3132649;-63981
3925324;-63975
4346308;-63958
4815015;-63946
5897389;-63939
6578993;-63929
8083969;-63876
20916923;-63871
21062895;-63864
21531501;-63847
21939694;-63828
22929815;-63827
54311313;-63826
67652888;-63824
73642106;-63820
87965613;-63816
101562721;-63790
105768548;-63783
108822079;-63780
112732361;-63575
