Seed: 3215649157
FFE found;Fitness
115;-83637
704;-76610
1427;-74781
2404;-72675
3483;-72320
4664;-70917
5938;-70461
10334;-70214
11995;-69555
13750;-69281
21637;-69109
25833;-69057
28075;-68856
32738;-68780
35177;-68681
45274;-68591
50608;-68563
64975;-68514
67894;-68476
70899;-68422
86827;-68406
108038;-68316
130662;-68311
154841;-68244
163185;-68055
215689;-67976
366832;-67933
421200;-67862
456095;-67718
627332;-67713
654480;-67685
763937;-67679
771003;-67674
1124464;-67594
2014507;-67564
2362910;-67496
5688785;-67492
6741955;-67467
6833605;-67371
7394400;-67191
10489045;-67190
10777580;-67132
10828707;-67129
11201636;-67117
12593962;-67087
18223412;-67084
27690096;-67037
28390676;-67031
