Seed: 4211760214
FFE found;Fitness
115;-79545
942;-73478
2222;-70854
3593;-69711
8287;-69210
38277;-68784
78809;-68468
85225;-68418
109288;-68285
160163;-68149
323779;-68123
338333;-68094
358126;-68057
398480;-67966
510952;-67957
654255;-67950
685294;-67881
978533;-67655
1015851;-67638
1637570;-67465
2015885;-67448
2598404;-67249
2650354;-67222
2756384;-67217
2919466;-67116
10279085;-67112
14694774;-67086
40268270;-67079
40667423;-67073
40998601;-67051
45882499;-67049
47956001;-67045
68658321;-67035
