Seed: 3559383928
FFE found;Fitness
43;-80609
343;-73916
749;-71763
1245;-70473
1837;-69141
2525;-69028
5183;-67789
7378;-66775
8841;-66191
15472;-65819
29668;-65322
34038;-65205
70055;-65064
171716;-65044
240924;-64945
353231;-64592
524785;-64577
601617;-64509
763994;-64479
800210;-64446
822324;-64405
1175691;-64343
1526482;-64190
2330005;-64187
5366184;-64133
7444172;-64046
7948563;-64031
8004013;-64011
8031769;-63915
8242606;-63895
8457457;-63874
8998483;-63839
10035226;-63814
12628991;-63803
13193925;-63774
14346745;-63765
14567838;-63698
17885636;-63666
20264469;-63664
21372222;-63648
24647539;-63646
26888823;-63599
73227384;-63586
177215869;-63569
180056224;-63566
180088217;-63533
182641145;-63499
194394820;-63486
198263379;-63484
