Seed: 221319167
FFE found;Fitness
129;-74985
960;-70070
2037;-67757
4479;-66908
5850;-66544
7323;-66284
12190;-65939
17337;-65769
20974;-65764
23022;-65677
29546;-65438
34398;-65251
47424;-64793
148811;-64604
427703;-64581
481923;-64553
520253;-64422
982508;-64211
1857875;-64195
3235495;-64081
3295452;-63996
3623147;-63958
4631212;-63930
5050681;-63842
5916902;-63838
6515799;-63796
9214411;-63780
15215299;-63762
22902983;-63749
25470018;-63722
36715830;-63709
40640569;-63705
41770527;-63699
42490372;-63698
43671350;-63686
43694529;-63641
47667904;-63604
49018326;-63586
