Seed: 595152088
FFE found;Fitness
91;-89805
522;-81542
1241;-76596
2119;-74457
3096;-74338
4166;-72939
5346;-72687
6642;-71482
10964;-71465
12522;-71122
14132;-70741
17843;-70721
19881;-70593
21928;-70368
26196;-70258
30565;-70239
42211;-70098
49348;-69758
51774;-69614
80363;-69264
120955;-69229
145034;-69224
148719;-69182
156097;-69179
178760;-69151
207091;-69124
254032;-69105
284587;-68994
311814;-68977
373314;-68972
451335;-68946
654726;-68840
821713;-68712
1288565;-68709
1371844;-68708
1425434;-68691
1445804;-68654
1613159;-68626
1641862;-68614
1782031;-68612
1872825;-68601
1941257;-68576
2402056;-68573
2818846;-68560
2915709;-68546
2997872;-68545
3030858;-68518
7831405;-68425
8728218;-68406
8912391;-68359
23848827;-68339
