Seed: 1839379816
FFE found;Fitness
209;-81386
993;-75139
1881;-74942
2858;-72547
3924;-71946
7233;-71526
12434;-71016
24625;-70390
39083;-70142
74905;-70118
92801;-70039
102067;-70017
105172;-69872
130204;-69779
136686;-69204
157228;-69172
160913;-69149
168381;-69135
183474;-69110
187349;-69104
222420;-69065
226452;-69054
289639;-69043
316647;-69033
321212;-68999
339793;-68998
358624;-68976
425155;-68937
661927;-68927
678857;-68907
712907;-68872
776046;-68867
787682;-68795
1343759;-68782
1363925;-68753
1412182;-68669
1505867;-68664
1658357;-68610
2599683;-68589
3523425;-68565
4863277;-68506
7282019;-68505
10680639;-68495
13028622;-68490
33805350;-68480
52227932;-68439
87283536;-68436
98042010;-68434
107191507;-68427
158330850;-68415
214589664;-68351
