Seed: 1327262926
FFE found;Fitness
100;-85468
496;-77728
1113;-76676
2088;-72825
3154;-72474
5535;-72373
6794;-71190
8101;-71158
12514;-71129
14120;-70854
19354;-70333
23362;-70207
35539;-70148
38061;-70125
45743;-70024
51215;-69861
57132;-69832
63244;-69746
135257;-69648
164523;-69626
241722;-69491
259693;-69473
344388;-69215
599542;-69180
689671;-69174
909980;-69132
982616;-69088
1007773;-69074
1077571;-69068
1207907;-69049
1267626;-69046
1824938;-69041
2126980;-69036
3482715;-68967
3660837;-68893
4452984;-68866
5613717;-68750
5740026;-68685
6147788;-68677
6421950;-68665
7441535;-68662
7860439;-68660
8326838;-68657
8680031;-68637
8758103;-68623
8870990;-68622
8904989;-68617
10877049;-68539
68032471;-68511
