Seed: 867095876
FFE found;Fitness
1628;-7.45713e+06
25441;-7.19267e+06
60423;-7.1844e+06
101147;-7.12987e+06
142785;-7.12105e+06
186169;-7.06645e+06
276640;-7.03393e+06
374052;-7.0212e+06
423664;-7.00806e+06
474073;-7.00066e+06
524966;-6.99359e+06
628320;-6.97671e+06
681016;-6.97199e+06
734559;-6.96347e+06
844904;-6.96287e+06
900884;-6.96096e+06
1014636;-6.95986e+06
1074437;-6.95098e+06
1194986;-6.95053e+06
1319440;-6.94902e+06
1382786;-6.94848e+06
1446700;-6.93936e+06
1510891;-6.93758e+06
1641003;-6.93354e+06
1774625;-6.93165e+06
1841864;-6.93077e+06
1977753;-6.92905e+06
2117515;-6.92837e+06
2188455;-6.92323e+06
2407493;-6.91764e+06
2483163;-6.91633e+06
2715820;-6.90822e+06
2794879;-6.90437e+06
2874585;-6.89878e+06
3035271;-6.89548e+06
3363490;-6.89448e+06
3702150;-6.8937e+06
3788001;-6.89368e+06
4141755;-6.89265e+06
4231564;-6.89105e+06
4413784;-6.88934e+06
4785547;-6.8865e+06
5262599;-6.8854e+06
5857115;-6.88345e+06
5957288;-6.8818e+06
6360940;-6.88176e+06
6462252;-6.8816e+06
6873061;-6.881e+06
6977083;-6.87967e+06
7185658;-6.87943e+06
7503471;-6.87913e+06
7610720;-6.87911e+06
8260643;-6.87783e+06
8370231;-6.87754e+06
8480586;-6.87418e+06
8929284;-6.87231e+06
9270996;-6.86602e+06
9851036;-6.86187e+06
10690783;-6.86146e+06
10937023;-6.85957e+06
11061074;-6.85928e+06
11185753;-6.85912e+06
11310797;-6.85895e+06
11436421;-6.85758e+06
11562631;-6.85754e+06
11689644;-6.85554e+06
11817386;-6.85551e+06
11945457;-6.85402e+06
12990322;-6.85318e+06
13122862;-6.85252e+06
13525825;-6.85227e+06
13660838;-6.85206e+06
13932577;-6.852e+06
14068682;-6.85088e+06
14205601;-6.84921e+06
14617700;-6.84682e+06
14755545;-6.84622e+06
15031276;-6.8448e+06
15169184;-6.83996e+06
15307294;-6.83839e+06
15445469;-6.83833e+06
15584167;-6.83714e+06
15723002;-6.83533e+06
15862008;-6.8341e+06
16280215;-6.83226e+06
17132718;-6.83209e+06
17275782;-6.832e+06
17419392;-6.83151e+06
17563188;-6.8305e+06
17851939;-6.82973e+06
18142152;-6.82896e+06
18287568;-6.82808e+06
18727345;-6.82796e+06
19170605;-6.82654e+06
19616927;-6.8257e+06
19766909;-6.82405e+06
19917157;-6.82325e+06
20219149;-6.82277e+06
20523540;-6.82274e+06
20986060;-6.82103e+06
21456168;-6.82078e+06
21613289;-6.81967e+06
21771020;-6.81957e+06
22088003;-6.81938e+06
22246948;-6.81934e+06
22406602;-6.81902e+06
22566929;-6.81871e+06
22888833;-6.81854e+06
23050455;-6.81786e+06
23212457;-6.81725e+06
23537604;-6.81682e+06
23863882;-6.81628e+06
24192262;-6.81593e+06
24521744;-6.81531e+06
25351360;-6.81493e+06
26695117;-6.81457e+06
27034870;-6.81454e+06
27720502;-6.81435e+06
28236356;-6.81418e+06
28582963;-6.81418e+06
29452563;-6.81391e+06
29627039;-6.81371e+06
29801740;-6.81357e+06
30504304;-6.8135e+06
30681004;-6.8134e+06
30858458;-6.81219e+06
31215582;-6.8119e+06
32298396;-6.81176e+06
32663125;-6.81158e+06
32846176;-6.81146e+06
33212728;-6.81146e+06
33580751;-6.81118e+06
34691003;-6.81111e+06
34876931;-6.81053e+06
35249053;-6.81046e+06
35435632;-6.81045e+06
36185611;-6.81039e+06
36561230;-6.80984e+06
37314587;-6.80973e+06
37693003;-6.80967e+06
39222963;-6.8096e+06
39606631;-6.80906e+06
39990714;-6.80901e+06
41345304;-6.80888e+06
41929390;-6.80882e+06
42713941;-6.80864e+06
43500498;-6.80858e+06
45879472;-6.80856e+06
46679499;-6.80853e+06
47282439;-6.80847e+06
