Seed: 575385566
FFE found;Fitness
129;-76450
941;-70319
1924;-66824
5460;-65722
8281;-65556
11296;-65350
14522;-64756
18118;-64589
25854;-64435
42592;-64412
56107;-64337
73885;-64269
114979;-64199
137230;-64190
152499;-64044
527050;-63993
678755;-63981
835457;-63937
957426;-63776
1745692;-63726
1901703;-63687
2266894;-63650
2334112;-63590
2636574;-63589
2764331;-63440
3914404;-63420
3974678;-63399
4011000;-63374
5962825;-63333
8169719;-63327
8845094;-63289
19635903;-63286
20094554;-63261
21918363;-63237
25839654;-63230
