Seed: 315861852
FFE found;Fitness
195;-72634
1569;-66959
3041;-66291
7921;-65811
9779;-65268
15915;-65168
18058;-65038
24971;-64788
29825;-64719
56909;-64685
92329;-64678
98533;-64626
114263;-64616
130269;-64413
169051;-64278
180403;-64253
195837;-64156
203627;-64154
249580;-64014
397590;-64008
417897;-63900
438460;-63844
630777;-63796
699132;-63714
724913;-63692
771833;-63671
833719;-63665
905008;-63653
1959665;-63650
2236316;-63647
2357385;-63635
2507910;-63622
2777441;-63599
2840238;-63578
4851987;-63563
14878469;-63538
22055550;-63495
22583402;-63457
27407230;-63426
27920167;-63360
36741894;-63323
37072627;-63281
63137724;-63211
70825501;-63205
82503621;-63180
91263677;-63178
99853303;-63159
