Seed: 3027644113
FFE found;Fitness
190;-71585
1170;-67543
3420;-66223
7525;-65017
27102;-64887
29348;-64782
59168;-64760
81504;-64752
93644;-64662
103260;-64160
123143;-64054
154993;-64028
228357;-64027
299820;-63922
540496;-63903
906215;-63830
1150225;-63733
1308939;-63686
1906090;-63678
2115238;-63637
2285845;-63620
3603061;-63601
3982902;-63549
4166939;-63524
4364173;-63518
4537978;-63504
4700750;-63499
4991086;-63483
5194504;-63473
5259116;-63438
6510345;-63414
16796111;-63408
18164320;-63390
19023237;-63382
40695330;-63345
49632399;-63341
52628959;-63334
53764882;-63328
64986437;-63296
66082308;-63244
81510961;-63235
89420473;-63162
114274964;-63156
116303068;-63150
121016767;-63138
121245235;-63132
122510024;-63128
123383079;-63115
124119944;-63089
127399718;-63086
135901609;-63084
142500625;-63044
149591595;-63043
151928865;-63036
