Seed: 3655221409
FFE found;Fitness
166;-73851
855;-69703
1638;-67484
2540;-67362
3608;-67102
4694;-66686
5890;-66385
8607;-65908
14659;-65852
16426;-65478
20138;-64786
24130;-64555
35022;-64510
44744;-64462
49974;-64388
55316;-64246
71740;-64225
97065;-64150
168797;-64104
202677;-63895
275636;-63885
307615;-63841
402213;-63702
703331;-63581
4292709;-63556
6303129;-63522
6888760;-63489
8258961;-63448
11917335;-63402
16934945;-63349
17405240;-63346
17501255;-63314
18086733;-63306
18387601;-63298
20324090;-63297
20957139;-63288
21065374;-63243
23731486;-63235
51545869;-63216
69477763;-63196
