Seed: 1517647997
FFE found;Fitness
314;-72189
2104;-68904
4140;-67942
6184;-66677
8334;-66589
10566;-64928
38975;-64873
54122;-64659
78180;-64517
108271;-64451
115844;-64234
293121;-64222
312750;-64202
328107;-64129
452598;-64127
496941;-64036
783349;-63859
818745;-63718
1289581;-63519
1775103;-63481
1942781;-63437
2449413;-63414
2606279;-63378
2761103;-63292
2828831;-63280
2851675;-63279
6096470;-63268
6424329;-63267
7199629;-63249
8128860;-63245
10797400;-63230
24474198;-63225
67974639;-63222
71398704;-63214
