Seed: 2226226712
FFE found;Fitness
15;-87235
199;-82061
647;-76367
1383;-73820
2251;-73325
3177;-72652
8815;-72149
11432;-71852
22929;-71427
26629;-70709
34623;-70550
54603;-70069
57142;-69912
62286;-69795
75493;-69705
121707;-69691
143386;-69666
193976;-69504
219066;-69495
320083;-69457
354138;-69275
417901;-69236
426190;-69228
430333;-69225
438635;-69157
559259;-69111
599810;-69046
676715;-68910
1160664;-68840
1315725;-68807
1377537;-68795
1579194;-68762
2997176;-68693
3488993;-68623
4516585;-68600
5089064;-68568
6812230;-68559
83326211;-68521
97116926;-68506
111177935;-68489
117852580;-68480
121317048;-68473
149360967;-68452
174747371;-68422
177478149;-68409
208606781;-68362
