Seed: 3687218588
FFE found;Fitness
39;-91069
543;-79062
1101;-78124
1717;-74016
5324;-73668
6388;-73042
7478;-72891
8627;-72383
11070;-71421
19344;-70725
34709;-70507
61623;-70340
68748;-70054
83863;-70052
86453;-69933
89099;-69797
106670;-69777
113113;-69774
116475;-69772
119800;-69746
123182;-69699
126627;-69642
198226;-69451
243984;-69440
307992;-69348
416216;-69148
486108;-69147
525115;-69122
535104;-69113
555223;-69107
570520;-68986
580777;-68966
611993;-68934
682549;-68909
854226;-68904
950073;-68864
1131584;-68844
1233606;-68834
1272029;-68796
1422210;-68789
1765827;-68753
1786461;-68740
2466306;-68723
3526387;-68683
3566762;-68650
3707931;-68636
4332120;-68592
9202376;-68526
10339908;-68486
21458742;-68480
23012054;-68440
155423789;-68431
