Seed: 2887944625
FFE found;Fitness
47;-87464
687;-77154
1436;-76406
2317;-73926
3389;-72713
4471;-71956
8385;-71799
9828;-71597
19723;-71273
21447;-71094
44471;-70700
48733;-70637
57891;-70514
115513;-70301
118426;-70271
124343;-70270
142774;-70160
155605;-69961
158841;-69851
192713;-69838
199868;-69622
207020;-69425
574219;-69406
719640;-69310
775374;-69197
1136080;-69155
1438168;-69023
1508663;-69010
1791646;-68982
1841479;-68965
1934278;-68917
2359830;-68912
3942326;-68901
5091757;-68871
5108280;-68795
7154128;-68780
7620772;-68769
7684317;-68750
8112399;-68627
12212795;-68573
13480626;-68550
17856070;-68537
18847342;-68487
27342377;-68454
50088110;-68403
62511795;-68396
69397073;-68374
78181377;-68368
102859131;-68325
132111390;-68324
