Seed: 1253508540
FFE found;Fitness
36;-87621
725;-73866
1670;-73488
2726;-73151
3924;-72978
6521;-71952
7909;-71723
9340;-71626
12437;-71472
15620;-71351
30145;-71183
36283;-71164
42969;-70897
50051;-70471
57435;-70424
75261;-70336
91641;-70210
150923;-70020
186886;-69954
217918;-69919
221506;-69801
225139;-69773
339229;-69506
473165;-69459
537159;-69237
587950;-69117
810195;-69102
851898;-68982
1238177;-68961
1396703;-68910
1550816;-68904
1956168;-68869
2077915;-68851
2729683;-68834
3615294;-68811
3990524;-68717
4293607;-68704
4356851;-68694
13285300;-68687
29114113;-68659
29598589;-68643
29975427;-68641
35422113;-68588
50173814;-68584
51215275;-68509
51984037;-68506
86321244;-68495
94847793;-68433
206061418;-68414
208673314;-68411
