Seed: 2900810310
FFE found;Fitness
16;-94293
215;-81207
487;-79105
857;-75956
2054;-75007
2800;-73527
3678;-72027
10112;-71492
13266;-71076
22187;-70923
32432;-70909
36855;-70774
48293;-70704
63111;-70662
71103;-70489
82558;-70477
94403;-70324
116542;-70209
119733;-70152
126419;-70011
133280;-69906
143761;-69785
218064;-69346
743942;-69335
772259;-69316
818847;-69291
824730;-69265
836688;-69183
848673;-69133
922543;-69130
1063139;-69127
1277868;-69117
2934712;-69081
3057325;-69078
3211576;-69025
3311892;-68967
3778453;-68754
3973413;-68659
4690237;-68625
4698445;-68617
4756720;-68605
4781975;-68601
4807601;-68593
4833546;-68588
4842206;-68586
4850934;-68578
4965266;-68522
4974145;-68499
5000889;-68491
5127426;-68485
21610066;-68483
21643326;-68472
21654435;-68464
21665580;-68462
21744173;-68455
31178283;-68436
59965691;-68432
71838465;-68419
86827145;-68410
