Seed: 1549714385
FFE found;Fitness
55;-81984
803;-75189
1859;-74855
3071;-73480
4331;-73006
5755;-72545
7273;-72038
10425;-71639
18952;-71222
24190;-70900
43359;-70834
47613;-70738
49777;-70675
60822;-70561
69830;-70557
143274;-70329
159742;-70040
165450;-69739
210965;-69685
334134;-69509
721863;-69452
756186;-69442
776096;-69352
826881;-69289
858251;-69274
1130765;-69140
1220505;-69102
2074640;-69081
2454826;-69015
3551665;-68967
3864521;-68945
4098548;-68922
4828065;-68837
5436302;-68716
5757728;-68629
5860916;-68628
5871284;-68612
6018400;-68536
6125738;-68413
11145002;-68386
17287557;-68355
70483927;-68315
