Seed: 2732365711
FFE found;Fitness
4;-91616
130;-83077
632;-75558
1226;-74011
1915;-73422
3657;-72249
4658;-71507
9297;-71388
10575;-71138
13199;-70557
32004;-70509
33921;-70310
41642;-70275
68932;-70154
74236;-69565
127384;-69553
198652;-69190
323006;-69043
342881;-69022
404061;-68907
442569;-68813
543649;-68811
664234;-68765
685030;-68726
788906;-68704
817276;-68674
920343;-68649
1174227;-68645
1535741;-68642
1818079;-68640
2176177;-68627
2267985;-68595
2395511;-68536
3810197;-68534
3862808;-68527
11446592;-68440
14702893;-68416
16012874;-68397
23442174;-68383
46069424;-68381
47730152;-68371
76447650;-68355
92952796;-68341
93294450;-68326
94608509;-68325
108912025;-68315
196668595;-68293
