Seed: 686915740
FFE found;Fitness
13;-96312
359;-82531
971;-78005
1688;-75865
2484;-75478
3319;-73162
5525;-72936
10754;-71967
12149;-71868
16588;-71219
19760;-70947
21390;-70903
43436;-70747
45476;-70548
54059;-70253
133610;-69817
264473;-69769
275799;-69723
283401;-69657
295014;-69644
339314;-69432
364699;-69304
377785;-69263
382227;-69245
386695;-69151
587538;-69140
607395;-69112
617404;-69060
662874;-69001
841301;-68993
846749;-68967
993912;-68856
1186637;-68851
1216182;-68805
1245745;-68771
1359588;-68746
1516207;-68688
1929113;-68683
2083479;-68657
2303221;-68656
3444934;-68643
3953632;-68634
4013182;-68631
4245859;-68626
4688015;-68560
4825761;-68551
4853699;-68549
5259449;-68533
5411304;-68507
13718936;-68486
18450628;-68478
19442578;-68463
25086528;-68450
165098127;-68444
188968096;-68425
193944115;-68405
