Seed: 1837810458
FFE found;Fitness
40;-82361
822;-71603
1707;-70016
2729;-69586
3901;-67899
5169;-67248
12959;-67232
16710;-67024
23139;-66893
29944;-66693
32374;-66568
42867;-66551
45584;-66429
59376;-66377
74380;-66102
90357;-66050
103799;-66036
110646;-65937
143170;-65869
211563;-65829
228750;-65803
237636;-65737
251316;-65664
459870;-65657
608662;-65572
693136;-65379
995783;-65368
1811239;-65325
3654858;-65242
10438966;-65208
10920073;-65178
15451698;-65155
43215859;-65138
43979207;-65128
47734588;-65115
55285551;-65098
60093914;-65079
60668546;-65059
62334789;-65046
62941330;-65005
70430306;-64994
72552793;-64948
86666269;-64939
87333100;-64925
96896168;-64881
