Seed: 335199543
FFE found;Fitness
3;-85637
120;-78923
617;-69732
1303;-68274
5116;-67676
9159;-67247
10622;-66765
20841;-66699
26826;-66314
38051;-66300
68836;-66041
116573;-66004
144047;-65942
158370;-65726
430256;-65721
484353;-65701
626174;-65617
821636;-65440
1111798;-65355
1863090;-65352
1871094;-65344
1927617;-65327
3034521;-65283
3516023;-65250
3737574;-65230
4134279;-65219
4168143;-65208
4225381;-65200
4248382;-65182
4422981;-65170
4601890;-65159
5979091;-65130
7681110;-65103
8492590;-65081
14398756;-65059
28415347;-65053
48615590;-65050
53315245;-65038
88294267;-65033
96753652;-64976
173164843;-64961
