Seed: 3605009352
FFE found;Fitness
4;-93291
135;-76668
867;-70893
1744;-69370
2671;-68682
4914;-67105
6182;-66894
7544;-66798
9003;-66546
48222;-66351
50648;-66220
98287;-66041
137665;-66013
201073;-65853
268377;-65817
345962;-65750
573152;-65670
1389521;-65666
1693496;-65625
2377810;-65591
2507811;-65553
3420480;-65513
4091589;-65475
4135244;-65441
4790982;-65355
6163914;-65350
8466022;-65311
9429934;-65302
10813950;-65239
12948986;-65215
13167320;-65168
14925181;-65153
16849250;-65130
21088472;-65108
23471726;-65100
28621766;-65049
29732174;-65005
39073873;-65000
52782647;-64992
95037796;-64990
120983123;-64977
133413127;-64972
143584441;-64904
