Seed: 1856251671
FFE found;Fitness
17;-81311
409;-74044
906;-70831
2379;-68607
4228;-68132
5204;-67759
8672;-67523
10037;-67410
16213;-67141
21274;-67125
25066;-66922
27064;-66846
29162;-66470
42951;-66440
50475;-66391
55675;-66107
81387;-66081
84541;-65980
185900;-65962
223843;-65903
245341;-65898
441078;-65849
507152;-65821
527720;-65592
1785823;-65576
2248554;-65551
2492843;-65524
2683926;-65454
4379826;-65425
6216218;-65422
6630163;-65314
14940512;-65261
18453226;-65256
19694219;-65249
23025656;-65218
25166476;-65216
25440579;-65214
25579115;-65186
25684135;-65185
25879916;-65180
26113684;-65143
26277835;-65142
26684170;-65137
26702842;-65116
26908459;-65111
27398839;-65057
28143871;-65048
31764613;-65035
32969055;-64962
54519476;-64908
158650762;-64888
