Seed: 525419263
FFE found;Fitness
26;-85823
520;-75664
1107;-72689
1798;-72135
2777;-69592
3846;-69323
5015;-68814
6280;-68604
9008;-68076
12024;-67910
13629;-67506
17028;-67210
18777;-66868
20621;-66599
26357;-66523
32689;-66168
35018;-66020
82427;-65971
131736;-65483
1252202;-65456
1803284;-65419
2101886;-65401
2210371;-65361
2311644;-65303
2871155;-65228
3319450;-65223
3748131;-65214
9895082;-65208
10191076;-65128
10628131;-65103
19884526;-65038
23604469;-65037
26381474;-65010
39899025;-64990
57419081;-64989
57601264;-64983
63744444;-64972
71620511;-64928
