Seed: 3314016700
FFE found;Fitness
5099;-69769
123744;-69748
137568;-69410
489801;-69228
950659;-69218
1241624;-69213
2369320;-69194
3404460;-69143
4436473;-68737
16345006;-68714
16899999;-68674
17185493;-68664
17569363;-68613
17926844;-68583
20590740;-68575
22331973;-68552
25658299;-68546
28702508;-68544
40002169;-68523
45956578;-68518
59279542;-68483
59328715;-68462
60222666;-68439
85834169;-68417
89149545;-68407
99030563;-68399
111729361;-68306
172135807;-68305
176288680;-68283
182081511;-68282
185112596;-68281
185366609;-68280
185586464;-68222
