Seed: 3409709719
FFE found;Fitness
6490;-71302
13172;-70784
21042;-70147
66186;-70114
71396;-69943
117315;-69759
221836;-69552
555283;-69550
635780;-69310
1095245;-69134
1759339;-69037
2083992;-69032
2323164;-68918
4295076;-68800
4898335;-68770
5018499;-68727
5601062;-68661
5674210;-68643
6305836;-68548
7049008;-68527
10241462;-68526
10682328;-68509
12047143;-68469
18608406;-68456
23794518;-68452
29058107;-68450
31740399;-68439
32133736;-68416
32349205;-68404
32477597;-68376
32596495;-68368
32618528;-68365
32704902;-68359
32767138;-68356
53678226;-68319
54066840;-68309
72553770;-68280
73901719;-68274
76549906;-68270
103201779;-68225
117204123;-68197
213378820;-68187
215150302;-68184
