Seed: 2983665741
FFE found;Fitness
5765;-66485
81587;-66421
87103;-66322
108116;-66198
222473;-66145
272810;-65614
1066396;-65551
1077217;-65541
1208782;-65486
1584986;-65473
2879016;-65469
2926841;-65335
6774783;-65274
8233069;-65218
8664398;-65212
9208601;-65183
9581309;-65156
9797296;-65119
9815138;-65100
16424649;-65091
22583108;-65087
24425593;-65071
25099388;-65070
27157752;-65063
39518958;-65006
63612927;-64943
63975136;-64934
73368116;-64922
74745349;-64907
75975972;-64893
80923839;-64889
84511189;-64884
105867627;-64882
