Seed: 1012393807
FFE found;Fitness
8308;-66954
18899;-66646
31113;-66605
49125;-66526
56450;-66241
64606;-66035
122415;-65878
214687;-65708
343692;-65644
1112055;-65502
1589403;-65454
2541878;-65291
4117513;-65261
6212021;-65259
9269244;-65232
10305181;-65201
10361412;-65162
10415821;-65141
10995358;-65075
12231536;-65049
16773794;-64991
17864414;-64964
19556216;-64955
20141354;-64952
20625115;-64941
20763340;-64929
27469896;-64928
28660031;-64890
58712625;-64889
63406094;-64887
86610204;-64885
207077639;-64871
