Seed: 2999264381
FFE found;Fitness
8226;-67441
15439;-66435
43194;-66042
124670;-65979
200643;-65866
240605;-65619
960072;-65525
1682240;-65514
2073814;-65463
2508118;-65398
3637809;-65371
3963045;-65316
3976818;-65275
5928962;-65210
9080416;-65201
10166897;-65194
12002964;-65182
13695476;-65170
15061914;-65158
15237695;-65155
18537028;-65112
21643318;-65072
22314710;-65036
22354938;-65017
23388696;-64992
24160380;-64966
25804543;-64965
26342534;-64938
50706939;-64937
73340269;-64935
86779237;-64928
87870160;-64926
88308691;-64922
88369591;-64906
113646317;-64905
134876458;-64898
