Seed: 953869712
FFE found;Fitness
146;-79983
832;-77059
1631;-75598
2513;-73602
5740;-72954
11323;-72916
12966;-72019
16469;-71897
18313;-71526
41161;-71131
49516;-71011
73231;-70902
123241;-70674
213881;-70621
308423;-70570
312691;-70552
354389;-70450
378908;-70315
444602;-70313
529210;-70300
559195;-70225
589379;-70134
658018;-70080
976443;-70070
990829;-70065
998089;-70061
1183886;-70046
1263416;-69986
1431577;-69972
1492400;-69863
2158894;-69856
2588643;-69843
2914496;-69841
3407844;-69828
3733410;-69823
3826538;-69797
5537286;-69794
6439605;-69640
7592759;-69567
15125625;-69538
36482781;-69531
