Seed: 4249502267
FFE found;Fitness
6701;-71573
20731;-70422
59192;-70385
91781;-70308
100024;-69973
157212;-69950
195736;-69734
249522;-69728
414363;-69553
697895;-69378
1467035;-69254
1765944;-69199
2794532;-69165
4645199;-69094
5092211;-69017
6082003;-68973
6394548;-68942
9915483;-68849
19627609;-68835
19776928;-68827
23375066;-68824
24312440;-68803
26667758;-68796
31212758;-68795
31930498;-68791
35971298;-68777
39086741;-68693
64304709;-68691
64515967;-68665
86053904;-68664
113845290;-68624
145041672;-68614
167139802;-68597
203165570;-68543
218788096;-68494
218919185;-68490
