Seed: 3713843782
FFE found;Fitness
7441;-71112
12031;-70930
19365;-70797
29441;-70429
51734;-70297
60632;-70080
69363;-70022
151164;-69619
362064;-69582
1001726;-69572
1123807;-69565
1143884;-69525
1182856;-69512
1218798;-69363
1700009;-69255
2624910;-69246
4618496;-69244
5930132;-69188
6276617;-69149
6835481;-69137
7017043;-69024
14105326;-69016
18566508;-69012
19247094;-68899
22715186;-68884
28789902;-68881
36246125;-68840
42796294;-68836
49848244;-68789
50783693;-68778
51486552;-68773
59016820;-68745
70370040;-68724
77645413;-68719
80169388;-68709
100538260;-68689
132842735;-68685
162550980;-68681
175484412;-68676
178839763;-68646
207908960;-68645
214243297;-68635
215121156;-68591
