Seed: 1758422835
FFE found;Fitness
6108;-70332
14352;-70249
77753;-70169
107510;-69918
220337;-69683
400401;-69562
766473;-69555
1026387;-69545
1935751;-69422
2448358;-69168
4767754;-69158
6194169;-69117
6622202;-69049
8029563;-69044
9242755;-69043
10980451;-69040
11394053;-68992
12484030;-68953
14799806;-68874
18710541;-68849
18909435;-68847
19799293;-68819
22291169;-68781
23249344;-68768
30529114;-68760
33870293;-68690
54509750;-68673
59286192;-68612
62001682;-68597
64849338;-68577
67835668;-68551
84445522;-68449
88919741;-68441
97740526;-68426
109553860;-68418
