Seed: 1327774069
FFE found;Fitness
8197;-71492
23849;-71414
31140;-70425
63668;-69786
111053;-69615
150678;-69611
256128;-69272
380274;-69256
410493;-69225
468144;-69217
484668;-69204
502843;-69200
514226;-69140
553128;-69053
1408151;-69007
1627925;-68978
1719202;-68940
2744898;-68908
2795399;-68883
3436073;-68840
5546240;-68797
7651837;-68792
7854020;-68790
8074909;-68789
9001003;-68748
16457821;-68678
16606269;-68659
45143300;-68631
48370006;-68614
80643715;-68610
89278424;-68600
105470297;-68578
110019664;-68566
122382764;-68562
127240973;-68515
129356434;-68514
129467764;-68481
136320037;-68477
137228434;-68476
