32235;-33600
384903;-33600
117904;-33600
48524;-33600
81593;-33600
158024;-33600
226344;-33600
77679;-33600
231215;-33600
57014;-33600
188277;-33600
114059;-33600
82809;-33600
859728;-33600
103697;-33600
110831;-33600
203088;-33600
68982;-33600
65580;-33600
102809;-33600
