Seed: 1027035822
FFE found;Fitness
94;-78766
493;-74045
1122;-70592
1906;-70260
2806;-68328
5045;-68117
7651;-68070
9205;-67686
10806;-67584
12409;-67508
15915;-67198
17848;-66912
26155;-66800
40384;-66613
47944;-66290
55897;-66250
58713;-66240
61646;-66229
67711;-66211
73817;-66078
76916;-66068
89579;-66066
92878;-65798
116126;-65768
126495;-65722
133626;-65721
171442;-65714
179592;-65710
187926;-65706
192143;-65696
196370;-65677
204954;-65645
209321;-65612
222783;-65606
227389;-65459
334983;-65420
362230;-65405
418641;-65396
454215;-65392
460319;-65388
567739;-65387
638253;-65383
644838;-65331
834821;-65330
883037;-65328
1883798;-65297
3187153;-65285
4740539;-65238
8335958;-65232
16757929;-65219
25288300;-65213
27428478;-65167
33597778;-65166
42602295;-65134
45985348;-65128
66088238;-65116
84994363;-65084
130457806;-65070
215402627;-65066
