Seed: 2604357949
FFE found;Fitness
4;-86186
136;-73409
431;-72637
824;-71939
1349;-71076
2025;-69682
2802;-68859
3674;-68429
4646;-68298
5665;-67580
10432;-67445
11778;-66911
16042;-66725
17598;-66716
19199;-66629
24355;-66616
26202;-66466
28098;-66405
38920;-66327
53329;-66077
61632;-65954
95447;-65948
105573;-65947
109102;-65932
134010;-65881
149169;-65863
168943;-65823
184904;-65822
197113;-65804
334320;-65791
357356;-65614
375983;-65577
399935;-65571
434334;-65568
449456;-65514
528188;-65508
701258;-65490
962146;-65474
1165475;-65473
1232986;-65463
1320487;-65407
1576052;-65385
1969106;-65378
2369074;-65355
2508310;-65352
2604092;-65351
2663627;-65337
3057253;-65320
4162933;-65311
4640541;-65310
6422213;-65277
7017050;-65276
12503424;-65262
15475985;-65234
20645275;-65231
22162714;-65222
23831328;-65210
23953419;-65196
25340798;-65115
26331736;-65109
26375670;-65069
118970915;-65067
168908172;-65065
175513939;-65001
180515826;-64951
