Seed: 2435015317
FFE found;Fitness
186;-76600
767;-72747
1497;-69896
2474;-69202
3547;-68415
5917;-68142
8692;-68118
10243;-67638
11796;-66910
13356;-66823
18461;-66746
20270;-66612
22211;-66464
30234;-66350
34803;-66273
39563;-66102
63901;-66089
69626;-66088
75556;-66079
110387;-65775
130706;-65724
152755;-65721
156580;-65666
168178;-65562
196025;-65530
228493;-65477
283199;-65473
363424;-65467
405028;-65445
453221;-65444
467849;-65389
566971;-65372
786148;-65352
1235548;-65288
1525003;-65271
2061926;-65235
2444800;-65234
5586528;-65221
16062908;-65211
36548368;-65147
59594324;-65141
62454592;-65126
111509164;-65109
