Seed: 1814461832
FFE found;Fitness
76;-81885
507;-73091
1091;-71751
1778;-71040
2608;-70014
3581;-69294
4744;-69119
5909;-68049
8342;-67913
9699;-67814
11158;-67337
12752;-67093
14374;-67067
16113;-66786
23403;-66747
27289;-66722
29429;-66633
36179;-66564
47983;-66558
55647;-66420
69100;-66347
80065;-66236
85693;-66083
124448;-66080
163272;-66063
183345;-65949
200420;-65780
207302;-65754
258157;-65692
281987;-65670
286142;-65641
319757;-65493
399993;-65431
409391;-65350
499307;-65316
655956;-65315
971757;-65313
3255821;-65293
3998351;-65274
4465380;-65272
7924484;-65205
9704874;-65200
10148816;-65194
10371175;-65170
11489785;-65136
16638791;-65125
20240854;-65038
23607025;-65025
24880040;-65020
26366988;-64998
30028133;-64984
30239112;-64979
157631252;-64950
171820674;-64927
