Seed: 4228153043
FFE found;Fitness
35;-79227
233;-73068
529;-71884
1437;-69138
2120;-68626
2906;-68316
3771;-67856
5727;-67557
6894;-67522
8110;-67389
9475;-67335
10925;-67069
13983;-67022
17385;-66957
21156;-66932
23101;-66895
29353;-66366
31676;-66239
34101;-66118
52334;-66055
66404;-66014
74846;-65945
92311;-65905
117827;-65873
124468;-65794
131262;-65771
134755;-65732
159689;-65662
178108;-65537
281600;-65528
286000;-65464
303898;-65417
335395;-65393
358224;-65387
638925;-65386
713674;-65380
800510;-65363
889527;-65347
917881;-65335
1205368;-65289
2156155;-65286
2444231;-65274
6487098;-65189
8945894;-65184
10018063;-65080
15503732;-65072
15917122;-65029
45720254;-65011
