Seed: 986074131
FFE found;Fitness
200;-74118
882;-69636
2540;-69046
3519;-69029
4584;-68394
5658;-68362
6831;-68152
8098;-68066
9454;-68034
10906;-67567
13878;-67432
18683;-67378
20435;-67338
24167;-67201
26201;-67136
35433;-66894
42710;-66793
45149;-66749
58015;-66744
66189;-66467
69010;-66366
74742;-66324
86934;-66179
96726;-66022
138764;-65994
188333;-65924
270911;-65896
335554;-65651
411219;-65646
459531;-65633
665235;-65565
724757;-65492
1319969;-65458
1374533;-65337
2038441;-65330
2488155;-65211
4466870;-65202
4527628;-65186
5189236;-65173
6600640;-65157
7145706;-65136
9097475;-65101
11897076;-65074
12517532;-64987
14617758;-64932
18922279;-64897
