Seed: 3460287943
FFE found;Fitness
37;-81799
235;-74166
571;-73493
1060;-70593
1687;-69077
2560;-68747
3528;-68074
4501;-67767
5571;-67701
6690;-67668
7855;-67591
9025;-67565
10292;-67045
16084;-67012
19435;-66878
21206;-66856
23122;-66764
26978;-66747
31054;-66607
33192;-66536
39875;-66496
42231;-66467
44605;-66357
49572;-66321
78499;-66239
84067;-66159
95463;-66125
113760;-66047
153245;-65994
178418;-65733
216939;-65685
260901;-65654
290500;-65647
299273;-65634
303757;-65631
312767;-65620
377946;-65608
387359;-65579
415739;-65574
459409;-65564
464309;-65472
629111;-65418
818356;-65410
981152;-65403
987115;-65374
1442980;-65355
1803442;-65300
1979797;-65276
3421721;-65270
3765977;-65209
3839748;-65181
8683738;-65176
12186982;-65073
20259841;-65057
23608733;-65051
27096084;-65038
27805858;-65033
30283198;-65027
74509717;-65003
181811599;-64975
