Seed: 580837028
FFE found;Fitness
56;-82090
294;-73296
834;-68180
2240;-68009
3142;-67859
4263;-67520
5519;-67291
9708;-67124
11311;-67122
13056;-67112
14828;-66969
20466;-66476
28916;-66460
40283;-66439
47662;-66359
63662;-66144
71865;-66003
77405;-65975
91928;-65955
95086;-65797
115506;-65749
144522;-65698
163469;-65696
171356;-65609
192223;-65556
200804;-65523
205113;-65494
222484;-65484
377683;-65471
436321;-65363
768539;-65360
786288;-65229
1086351;-65223
1162210;-65220
1169187;-65218
1197155;-65212
1543648;-65209
1666182;-65203
4982745;-65192
9776683;-65117
10438300;-65114
15827948;-65112
60328948;-65088
64566099;-65075
71997556;-65071
